Hotel Name,Original price,Price after discount,Tax,Rating,location,Facility,Room Type,Room Size,Review,Original price_norm,Price after discount_norm,Rating_norm,Cluster
maharaja villas,15.399323127950721,14.195350802404368,Inclusive of taxes,9.1,"Kerobokan, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour front desk, restaurant, bar, yoga room","2-Bedroom Villa with Private Pool, 1-Bedroom Superior Villa, Deluxe One Bedroom Pool Villa, Deluxe Two-Bedroom Villa with Private Pool, Superior Villa with Benefit, 1-Bedroom Private Pool Villa, One Bedroom Pool Villa, Deluxe One Bedroom Villa, Superior One Bedroom Villa, Superior One Bedroom Villa",84 m² - 150 m²  ,"Beautiful Villa, Highly Recommend to Stay Here",0.6322004232292229,0.4932956467948765,0.8301886790886436,0
mahatma residence,12.989976472461,12.7022951610422,Inclusive of taxes,8.1,"South Denpasar, Bali","Free Wi-Fi, swimming pool, free parking, 24-hour front desk, luggage storage, breakfast, business center, laundry service","Superior Room, Family Room, Superior Apartment, Room Assigned on Arrival, Single Room - Superior, Standard Room, Junior Suite, Mahatma Room, Single Room, Family Room (1 Double Bed & 1 Single Bed)",22 m² - 25 m²  ,"The room is nice, clean, there is wifi, the only thing missing is there is no soap in the bathroom, and the shower spray and cover are not very clean in my opinion.",0.28148917914286076,0.2783697018236835,0.6415094338412245,1
maison aurelia sanur - by prã©fã©rence,14.859314962250004,14.571633007169066,Inclusive of taxes,8.8,"Sanur, Bali","Free wifi, swimming pool, free parking, spa, 24-hour front desk, fitness center, restaurant, bar","Camellia Suite, Magnolia Suite, ",36 m² - 54 m²,French style hotel with a comfortable atmosphere in Sanur,0.5535953228887747,0.5474616177034445,0.773584905514418,3
malibu huts nusa penida,13.567050480716235,13.279368835614243,Inclusive of taxes,9.0,"Nusa Penida, Bali","Beach, Free wifi, Free parking, Restaurant, Bar, Balcony/terrace, Garden, Room service","Twin Room with Sea View, Double Room with Balcony and Sea View, Family Room with Sea View, Traditional Cottage Room with Sea View, Family Bungalow, 2 Bedrooms, Sea View, Traditional Cottage, 1 King Bed, Ocean View, TRADITIONAL COTTAGE,1 KING BED,OCEAN VIEW, Traditional Cottage, Sea View, Traditional Cottage,2 Twin Beds,Sea View",26 m² - 60 m²  ,Relaxing Stay with Beautiful Views,0.36548968729056025,0.3614396835373186,0.8113207545639017,1
mamaka by ovolo,14.463511302905744,14.087249206804607,Inclusive of taxes,8.9,"Kuta, Bali","Rooftop pool, gym, spa, restaurant, bar","Superior Room, Deluxe Room",30 m² - 50 m²,Modern hotel with charming rooftop bar,0.4959810341909346,0.47773437972382793,0.7924528300391599,3
manda villa.,14.550575292699778,14.038235621724782,Inclusive of taxes,8.42253807106599,"Nusa Dua, Bali","Internet access, Swimming pool, Car park, Airport transfer, Luggage storage, Smoking area, Elevator, TV","2 Bedroom Villa, Room Assigned on Arrival",120 m² - 120 m²  ,The place is very clean and the service is excellent. It's located close to the sea. There's a lovely seating area with ocean views and a restaurant,0.5086543122790899,0.4706788549343455,0.702365673653514,2
"mandapa, a ritz-carlton reserve",16.868331892953393,16.580649851985275,Inclusive of taxes,8.7,"Kedewatan, Bali","Free wifi, swimming pool with view, free parking, spa 24 hour reception, fitness center, restaurant, bar","Riverfront Pool Villa, Mandapa Villa, Reserve Suite, Reserve Pool Villa",100 m² - 145 m²,One of the best hotels in Ubud with excellent service,0.8460334515209276,0.8366603802098644,0.7547169809896759,3
manta cottage sea view plus,13.815511557963774,13.527829818844937,Inclusive of taxes,8.4,"Nusa Penida, Bali","Beach, free Wi-Fi, swimming pool with a view, free parking, restaurant, water sports, golf course, massage","Deluxe Twin, Deluxe Double, Wooden Double Room, Double Room with Sea View, Standard Double Sea View Balcony, Standard Twin Room, Double Room with Balcony, Standard Double Room, Deluxe Room with Sea View",16 m² - 24 m²  ,Nice view comfortable place only the facilities in the room are inadequate,0.40165637725606484,0.39720573948993493,0.6981132074154504,1
manyi village ubud,13.547632419997361,13.259950783274762,Inclusive of taxes,8.9,"Tampaksiring, Bali","Free WiFi, swimming pool, free parking, spa, 24-hour reception, restaurant, bar, yoga room","Padi pavilion, Gabah Pavilion, Jineng Pavilion, Two-Bedroom Villa with Private Pool, Special Offer - Honeymoon Package at Deluxe Double Room with Terrace, Special Offer - Honeymoon Package at Superior Double Room with Terrace, Superior Double Room with Rice Paddy View, Deluxe Double or Twin Room with Free Benefits, Jineng Pavilion, Deluxe Room",30 m² - 80 m²  ,Amazing hotel with stunning rice field views,0.36266314001188465,0.35864444728962236,0.7924528300391599,1
mara river safari lodge,15.979118600474916,15.691436528023134,Inclusive of taxes,8.6,"Keramas, Bali","Safari-themed resort, wildlife experience, luxury lodges","Safari Room, Family Suite",50 m² - 120 m²,Unique stay experience with wild animal views,0.716597075334592,0.7086577735828419,0.735849056464934,3
margareth homestay,12.04355959836804,11.97098934828825,Inclusive of taxes,8.3,"Ungasan, Bali","Free WiFi, 24-hour reception, kitchen, smoking area, English, Indonesian","Single Room, Deluxe Room, Promotion Room",10 m² - 45 m²  ,"I love this house, so comfortable to stay in Bali, they have private pool with clean rooms and kitchen",0.143726089476545,0.17309794334744127,0.6792452828907085,4
margarita surf hostel canggu,11.862497241037852,11.264669212840943,Inclusive of taxes,7.5,"Canggu, Bali","Free wifi, Swimming pool with view, Free parking, Spa, 24-hour reception, Fitness center, Restaurant, Bar","One Bedroom with Private Pool, Deluxe Double Room With Private Bathroom, 3 Bedrooms Villas with Pool, Two Bedroom With Private Pool, 1 Person in Dormitory - Female Only, 1 Person in Dormitory - Mixed, Bed in Male Dormitory, Double Room with Private Bathroom, Deluxe Double with Private Kitchenette",16 m² - 130 m²  ,Fantastic Stay!!!,0.11737014586345272,0.07142288291587233,0.5283018866927732,4
marriott bali nusa dua gardens - chse certified,15.104743481723089,14.817061501098644,Inclusive of taxes,8.8,"Nusa Dua Beach, Bali","Swimming pool, luxury resort, family-friendly","Deluxe Room, Suite, Two-Bedroom Apartment",40 m² - 120 m²,Family resort with luxury facilities in Nusa Dua,0.5893205852550506,0.582791145632187,0.773584905514418,2
"marriott's autograph collection, the stones hotel, bali",14.88714006360249,14.599458219450709,Inclusive of taxes,8.8,"Marriott's Autograph Collection, The Stones Hotel, Bali","Free WiFi, swimming pool, spa, fitness center, luxurious dining","Deluxe Room, Premier Pool View, Suite",36 m² - 100 m²,Modern style hotel with five star service,0.5576456225374055,0.5514670679210935,0.773584905514418,3
mars city hotel,13.291601383266912,12.42410314745756,Inclusive of taxes,7.8,"South Denpasar, Bali","Free WiFi, swimming pool, budget-friendly hotel","Standard Room, Deluxe Room, Family Room",20 m² - 40 m²,Economical choice to stay in the Denpasar area,0.3253945455521115,0.23832385239467727,0.5849056602669989,4
mason elephant lodge,14.737491072282765,14.560301446509753,Inclusive of taxes,8.1,"Taro, Bali","Swimming pool, Wi-Fi, air conditioning, spa, airport shuttle, 24-hour reception, restaurant, children's facilities","Deluxe Room with Rice Field View, Standard Room with Garden View - Smoking Allowed, Deluxe Room with Garden View",26 m² - 36 m²  ,"It's really exciting to ride an elephant, a unique experience worth trying.",0.5358622964218273,0.5458304351036593,0.6415094338412245,3
matahari bungalow,13.34169005371,12.580284416483124,Inclusive of taxes,8.0,"Legian, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour front desk, restaurant, bar, massage","Standard Room, Deluxe Double Room, Deluxe Room, Suite Room, Standard Family, Deluxe Double or Twin with Pool View, Suite, Suite with Garden View",18 m² - 30 m²  ,Good Customer Service,0.3326855926439451,0.2608062073064439,0.6226415093164828,1
matahari guest house,12.206077645517674,12.04355959836804,Inclusive of taxes,8.1,"West Denpasar, Bali","Free Wi-Fi, free parking, 24-hour check-in, luggage storage, smoke-free property, daily housekeeping, fax, daily disinfection in all rooms","Deluxe Double Room, Deluxe Queen Room, Standard Twin Room, Standard Double Room, Suite Double Room, Deluxe Twin Room, Standard Room",17 m² - 27 m²  ,Very good,0.16738267138536503,0.1835444592997636,0.6415094338412245,4
matahari house,13.017005083966255,12.218500103788143,Inclusive of taxes,8.2,"Kuta, Bali","Free Wi-Fi, 24-hour reception, family room, luggage storage, tours, paid parking available, laundry service, taxi service","Deluxe Room, Standard Room, Deluxe Room, Standard Room, Standard Room, Room Assigned on Arrival, Garden Villa Private Pool, Suite Pool, Suite  Executive River View, Queen/Queen Accessible",20 m² - 25 m²  ,Enjoy Bali,0.28542353949957255,0.20872721364564364,0.6603773583659663,1
mathis retreat,14.860233202187002,14.572551364261445,Inclusive of taxes,9.0,"Kedewatan, Bali","Free Wi-Fi, swimming pool with a view, free parking, spa, 24-hour reception, restaurant, bar, yoga room","Deluxe Rice Field View Connecting Rooms, Garden View Bungalow, Deluxe Rice Field View Room, Grand Deluxe Double or Twin Room, Deluxe Connecting Rooms, Bungalow with Garden View, Deluxe Connecting Room with Rice Field View, Deluxe Room with Rice Field View, Suite Grand Deluxe Double or Twin Room",40 m² - 100 m²  ,"It really is an impressive visit, comfortable and can restore freshness of mind.",0.5537289844645967,0.5475938155669619,0.8113207545639017,3
matta lodge bali,12.337105293891872,12.049424683420915,Inclusive of taxes,8.6,"Jimbaran, Bali","free WiFi, free parking, 24-hour front desk, airport transfer, kitchen, luggage storage, garden, 24-hour room service","Single Room, Double - Queen, Deluxe Double Room, Basic Room, Basic, Deluxe Room, Standard Room, Room Assigned on Arrival",12 m² - 18 m²  ,"Good location, affordable",0.18645542269174986,0.18438874059270693,0.735849056464934,1
maya ubud resort & spa,16.564200336949835,16.102164928156192,Inclusive of taxes,8.9,"Ubud, Bali","Swimming pool, spa, fitness center, free Wi-Fi","Villa Presidential, Villa Heavenly, Impressive Forest Suite",48 m² - 245 m²  ,Great Maya!,0.8017632108194089,0.7677822878203462,0.7924528300391599,3
medal jaya hostel & room,11.80061253740951,11.51293546492023,Inclusive of taxes,9.1,"Nusa Lembongan, Bali","Free WiFi, Free Parking, Express Check-in/Check-out, Airport Transfer, Non-smoking Rooms, Snorkeling, Diving, Fishing","Single Bed in Dormitory Room, Deluxe Double Room, Design Shared Dormitory Garden View, Room Assigned on Arrival, Single Bed in 6-Bed Dormitory Room, Standard Double Room, Bed in 6-Bed Dormitory Room, Design Shared Dormitory Garden View 4 Twin Bunk Beds, Design Shared Room Bunk Bed 2 Twin Beds Garden View",22 m² - 22 m²  ,The price is quite good and friendly,0.1083620351584366,0.10716090724289329,0.8301886790886436,4
medewi surf lodge,12.388398368982115,12.100717685412471,Inclusive of taxes,7.0,"Medewi, Bali","Beach, Free wifi, Car parking, Family room, Room service, Laundry service, Taxi service, Bicycle","Twin Single, DOUBLE A",20 m² - 30 m²  ,Nice stay,0.19392178629572773,0.19177238834034666,0.4339622640690637,4
mejore beach hotel,14.115615891155079,13.758941264676379,Inclusive of taxes,8.7,"Amed, Bali","Beach, free Wi-Fi, swimming pool with view, free parking, spa, 24-hour front desk, restaurant, bar","Family Suite Sea View, Suite with Sea View, Deluxe Room, Standard Room, Twin Deluxe, Suite Family Seaview Room, Deluxe Twin, Coral Deluxe Room, Wood Superior, Suite Family Seaview Room",16 m² - 50 m²  ,We enjoyed our stay!,0.44534040413090975,0.4304743227315238,0.7547169809896759,3
mekar jaya bungalows,12.219324451205921,11.931642378754141,Inclusive of taxes,8.4,"Legian, Bali","beach, free WiFi, swimming pool with view, free parking, foot soak, 24-hour reception, restaurant, bar","Superior Double Room, Twin Room with Pool View, Deluxe Room",15 m² - 30 m²  ,The beautiful big quiet garden and pool area were a perfect sanctuary away from the busy Kuta streets. The staff were super kind and helpful,0.16931091350548919,0.16743393165585044,0.6981132074154504,1
melasti kuta bungalows and spa,13.652992804936396,12.544332569000922,Inclusive of taxes,7.9,"Kuta, Bali","Beach, free Wi-Fi, swimming pool, free parking, front desk [24 hours], restaurant, bar, airport transfer","Superior Twin Room, Superior Room Extrabed, Deluxe Room Extrabed, Deluxe Room, Double Room Garden View, Deluxe Double Room Static, Standard Room, Superior Room",24 m² - 56 m²  ,Very good Sudiana and Helena,0.37799969259770433,0.255630924765384,0.6037735847917409,1
melia bali,14.77396766028028,14.668607144622454,Inclusive of taxes,8.9,"Nusa Dua Beach, Bali","Private beach, free wifi, pool with view, free parking, spa, 24 hour front desk, fitness center, restaurant","Junior Suite, Melia Guestroom, Family Suite, Melia Room Garden View, Premium Room Garden View",42 m² - 62 m²,Best place to stay,0.5411719306861559,0.5614210828114701,0.7924528300391599,3
melia bali the garden villas (ex melia bali villas and spa resort),14.90172227639293,14.525504039406288,Inclusive of taxes,8.4,"Nusa Dua Beach, Bali","Private beach, free Wi-Fi, swimming pool with a view, free parking, spa, 24-hour reception, fitness center, restaurant","Junior Suite Lagoon Access, Melia Guestroom, Melia Guestroom All Inclusive, Premium Room Garden View All Inclusive, Premium Room Garden View, Lagoon Access Room, The Level Lagoon Access Suite, The Reserve Master Suite, The Level Junior Suite, Connecting Premium Room Garden View",42 m² - 176 m²  ,Good Hotel for Family,0.5597682502537675,0.5408213347077515,0.6981132074154504,3
mercure bali legian,13.97773229330424,13.69005050426997,Inclusive of taxes,8.4,"Legian, Bali","Free wifi, swimming pool, free parking, spa, 24 hour front desk, fitness center, restaurant, bar","Deluxe King, Superior King, Deluxe Twin, Family Room, Deluxe Balcony, Superior Twin",28 m² - 65 m²,Beautiful and excellent service,0.4252696816256244,0.4205574707603386,0.6981132074154504,3
mercure bali nusa dua,13.827483594244109,13.539801851158392,Inclusive of taxes,8.2,"Nusa Dua, Bali","Swimming pool, casual restaurant, free shuttle to the beach",Standard Room,25 m² - 30 m²,"Comfortable budget hotel, very helpful staff",0.40339906037248424,0.39892911823545,0.6603773583659663,2
mercure resort sanur,13.814270789769179,13.726418107952634,Inclusive of taxes,8.4,"Sanur, Bali","Beachfront, swimming pool, free WiFi","Superior Room, Deluxe Room, Suite",30 m² - 70 m²,Beachfront hotel with a relaxed atmosphere in Sanur,0.40147576756415615,0.42579260156946475,0.6981132074154504,3
meruhdani boutique hotel ubud,13.485673658721348,13.197992049849885,Inclusive of taxes,8.9,"Ubud, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, restaurant, bar, massage","Superior Queen Room 1, Junior Suite Pool View, Standard Double or Twin Room, Deluxe Room, Standard Double, Superior Deluxe Room, Grand Deluxe Double or Twin Room, Superior Double Room, Standard Double Room, Junior Suite",28 m² - 48 m²  ,Charming Hotel,0.35364424926835075,0.34972546332033716,0.7924528300391599,1
merusaka nusa dua,14.978505418110439,14.547722670313444,Inclusive of taxes,8.9,"Nusa Dua Beach, Bali","Private beach, swimming pool, spa, restaurant, fitness center","Ocean View Room, Garden Suite",40m² - 75m²,"Very suitable for honeymoon or family vacation, location near the beach with beautiful views",0.5709450193148945,0.5440197153383153,0.7924528300391599,3
mimi manis bungalow,13.293457137733263,13.005775627109694,Inclusive of taxes,8.5,"Kedewatan, Bali","Free Wi-Fi, swimming pool, car parking, 24-hour front desk, massage, family room, luggage storage, garden","Superior Room, Deluxe Room",40 m² - 40 m²  ,Very well,0.32566467436737767,0.32205583390269055,0.7169811319401922,1
mimpi resort menjangan,14.070441881829657,13.694206957385342,Inclusive of taxes,8.6,"Menjangan, Bali","Private beach, free Wi-Fi, swimming pool with a view, free parking, spa, 24-hour reception, fitness center, restaurant","Courtyard Villa, Pool Villa, Patio Room, Grand Courtyard Villa with Private Pool (Free 1 Hour Massage for 1 Person), Grand, Courtyard Villa with Natural Hot Spring Tub, Courtyard Villa with Natural Hot Spring Tub and Pool, Grand Courtyard Villa with Pool, Grand Courtyard Villa with Private Hot Spring and Pool, Courtyard Villa King/Twin with Private Hot Spring",42 m² - 70 m²  ,Everything was great. Can't wait to come back.,0.4387647488698501,0.42115579381595825,0.735849056464934,3
mimpi resort tulamben dive and spa,14.226620371371874,13.816810712397084,Inclusive of taxes,8.5,"Tulamben, Bali","Private beach, free Wi-Fi, swimming pool, free parking, spa, 24-hour front desk, restaurant, bar","Standard Room, Garden Villa with 1 King Size Bed, Superior Room with Twin Beds and Patio View, Garden Villa with 2 Twin Size Beds, Standard Double Room, Courtyard Villa, Villa with Ocean View, Courtyard King Villa, Courtyard Villa with Ocean View, Courtyard Villa Twin Bed",25 m² - 30 m²  ,Amazing resort on the beach,0.4614985270258816,0.4388046524203667,0.7169811319401922,3
muaya villa,13.997832948091215,13.710151153416941,Inclusive of taxes,8.7,"Jimbaran, Bali","Beach, free Wi-Fi, swimming pool, free parking, spa, 24-hour front desk, restaurant, bar","1 Bedroom Villa, 1 Deluxe Bedroom (King Bed), Deluxe Room (Muaya House), One-Bedroom Villa with Private Pool, Standard Room with Private Pool, One-Bedroom Villa, One Bedroom Deluxe Villa with Private Pool",35 m² - 100 m²  ,"This villa is very spacious and neat, the property is very well kept and beautiful and peaceful. The staff were very friendly and accommodating!",0.4281955892077602,0.4234509670861058,0.7547169809896759,0
mulia home stay,12.566076542351603,12.2783933071098,Inclusive of taxes,7.5,"Kutuh, Bali","free parking, balcony/terrace, garden, non-smoking rooms, air conditioning in public areas, English, Indonesian","Double Room with Terrace, Budget Double Room",20 m² - 25 m²  ,The homestay is comfortable and beautiful,0.21978511861755157,0.2173488637467174,0.5283018866927732,4
munduk heaven luxury villas,16.387072695031783,15.876247122209845,Inclusive of taxes,9.3,"Munduk, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, fitness center, restaurant, bar","Floating Villa for 2 Adults, Wilderness Cabin, Forest Cabin, Cabin with Forest View, Forest Cabin, Room Assigned on Arrival",30 m² - 100 m²  ,Beautiful villas with caring staff,0.7759800153968569,0.7352613310765385,0.8679245281381276,3
mutiara bali boutique resort villas and spa,14.409583533657246,13.716436905171264,Inclusive of taxes,8.8,"Seminyak, Bali","Beach, free WiFi, swimming pool, free parking, spa, 24-hour reception, fitness center, restaurant","2 bedroom deluxe villa, four bedroom villa, deluxe double or twin, 2 bedroom suite villa, deluxe one-bedroom villa, premier one-bedroom villa with private pool, 3-bedroom suite with private pool, superior double or twin, family room, one bedroom pool villa suite",36 m² - 247 m²  ,Very kind!,0.48813115712951244,0.4243558035156575,0.773584905514418,0
mutiara kost - imam bonjol denpasar,12.206077645517674,11.918397239722838,Inclusive of taxes,8.0,"West Denpasar, Bali","smoking area, ATM, hair and beauty salon",Standard Room,15 m² - 15 m²  ,"Strategic, safe and quiet, cheap, good for backpackers and families",0.16738267138536503,0.16552728869914152,0.6226415093164828,4
my home @ bali by conary,12.591338447675579,12.303657509006147,Inclusive of taxes,8.4,"Kuta, Bali","Beach, free Wi-Fi, swimming pool, free parking, massage, shuttle service, luggage storage, breakfast","Superior Room, Deluxe Room",15 m² - 20 m²  ,"Cheap, Comfortable and strategic location",0.2234623122766611,0.22098565551528232,0.6981132074154504,2
mã¶venpick resort and spa bali,15.005100929166064,14.717418755265642,Inclusive of taxes,8.8,"Jimbaran, Bali","Free wifi, swimming pool, free parking, spa, 24-hour front desk, fitness center, restaurant, bar","Suite Junior, Pool Suite, Classic King Room, Family Duplex Room",38 m² - 58 m²,A very comfortable hotel for a vacation with family,0.5748163363577029,0.5684475333016085,0.773584905514418,3
nakula familiar inn,13.017005083966255,12.218500103788143,Inclusive of taxes,9.0,"North Denpasar, Bali","Free parking, express check-in/check-out, bar, airport transfer, family room, luggage storage, balcony/terrace, garden","Superior Double or Twin Room, Single Room, Queen Room",23 m² - 35 m²  ,will probably be my favorite,0.28542353949957255,0.20872721364564364,0.8113207545639017,1
nakula guest house,12.506180941677357,12.218500103788143,Inclusive of taxes,8.6,"Kuta, Bali","Free Wi-Fi, free parking, 24-hour reception, airport transfer, kitchen, garden, breakfast, room service","Twin Room, Deluxe - 1 Queen Bed, Standard Double Room, Twin, Standard Double Room, Standard Room, Twin Room, Double Bed Room, Deluxe Queen Room, Standard Double Room",12 m² - 12 m²  ,Recommended for a good value stay,0.211066547306984,0.20872721364564364,0.735849056464934,1
nakula stay kuta,13.122365377402328,12.278397958261774,Inclusive of taxes,8.5,"Legian, Bali","Free WiFi, free parking, 24-hour reception, airport transfer, luggage storage, room service, taxi service, bicycle","Deluxe Double Room, Deluxe, Room Assigned on Arrival, Deluxe Triple Room, Executive Room, Double Room, Single Room, Twin/Double Room, Deluxe Single Room",20 m² - 35 m²  ,Cheap hotel with complete facilities,0.30076007876596494,0.21734953328186768,0.7169811319401922,1
nalika beach resort & restaurant,14.33430494661736,14.04662307257814,Inclusive of taxes,10.0,"Umeanyar, Bali","Beach, free Wi-Fi, swimming pool with view, free parking, restaurant, bar, airport transfer, luggage storage","Double or Twin Room with Partial Sea View, Superior Double or Twin Room with Sea View, Standard Double or Twin Room with Sea View, Deluxe Double or Twin Room with Sea View, Standard Double or Twin Room 1 Bedroom Partial Sea View, Standard Room, Double or Twin Room 1 Bedroom Sea View, Superior Room, Superior Double or Twin Room 1 Bedroom Sea View, Deluxe Double or Twin Room 1 Bedroom Sea View",24 m² - 28 m²  ,Great stay,0.4771733952592283,0.4718862317732372,0.9999999998113207,1
namastay,12.19602736016897,11.685205103383671,Inclusive of taxes,9.2,"Monkey Forest, Bali","free Wi-Fi, free parking, 24-hour front desk, airport transfer, kitchen, luggage storage, balcony/terrace, garden","Superior Room, Bed in 4-Bed Female Dormitory Room, 1 Person in 6-Bed Dormitory - Mixed, 1 Person in 4-Bed Dormitory - Female Only, Female Dorm, Bed in 6-Bed Mix Dormitory Room, Bed in 4-Bed Female Dormitory",19 m² - 29 m²  ,GREAT for privacy & tranquility,0.16591972371445354,0.13195918924316866,0.8490566036133854,4
nata ubud,14.180154365996387,13.73386765399262,Inclusive of taxes,8.4,"Ubud, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, massage, airport transfer, family room","Suite, Family Room, Deluxe Suite, Suite with Garden View, Suite with Valley View, Adjoining Family Room, Suite Single Room, Family Quadruple Room 2 Double Beds, Double Single Use, Apartment 1 Room",44 m² - 100 m²  ,"Beautiful view, comfortable room, quiet and peaceful",0.4547348052028597,0.426864966642738,0.6981132074154504,1
natya tanah lot,14.417930192396172,13.987147739560418,Inclusive of taxes,8.9,"Tanah Lot, Bali","Beach, free Wi-Fi, swimming pool, free parking, 24-hour reception, restaurant, bar, golf course","Two Bedroom Suite, Deluxe Room, Superior Room, One Bedroom Suite, One Bedroom Suite Garden View, Room & Cycling Package, Room & Dine Package, Deluxe Room, Superior Room",40 m² - 106 m²  ,A Great Stay,0.48934612014183915,0.46332473426625354,0.7924528300391599,3
negara hotel,12.91164481522143,12.218500103788143,Inclusive of taxes,8.0,"Negara, Bali","Budget hotel, simple rooms, good for transit","Standard Room, Deluxe Room",20 m² - 40 m²,Cheap and comfortable option to stay in Negara,0.2700870038273073,0.20872721364564364,0.6226415093164828,4
nesa sanur,13.47342298480996,13.091652591884767,Inclusive of taxes,8.3,"Sanur, Bali","Beach, free Wi-Fi, swimming pool with a view, free parking, 24-hour reception, restaurant, bar, water sports","Suite Pool Access, Two Bedroom Family Suite, Superior Pool Access, Superior Room with Balcony, Junior Suite Garden View, Suite Garden View, One Bedroom Suite, Suite Pool Access, Standard Room, Family Two-Bedroom Suite",25 m² - 70 m²  ,Beautiful place but bitten by invisible bugs in public areas,0.3518610068783153,0.3344178566526942,0.6792452828907085,3
new alron hotel kuta,12.958160678220468,12.601487417784837,Inclusive of taxes,8.4,"Kuta, Bali","Free Wi-Fi, swimming pool, free parking, 24-hour reception, fitness center, restaurant, bar, airport transfer","Deluxe Double or Twin Room, Superior Room, Smart Room, Family Room, Triple Room, Standard Double or Twin Room, Superior Triple Room",18 m² - 28 m²  ,Budget 4-star hotel,0.2768579830655885,0.263858387657096,0.6981132074154504,1
new asta graha,12.847929163278053,11.931642378754141,Inclusive of taxes,8.4,"Jimbaran, Bali","Free Wi-Fi, swimming pool, free parking, 24-hour front desk, airport transfer, family room, luggage storage, room service","Deluxe Twin Room, Deluxe Double, Suite Double, Deluxe Suite, Deluxe Room, Standard Twin or Double Room, Deluxe Double Room, Standard Double Room",18 m² - 33 m²  ,Champion facilities and according to price,0.2608123751598549,0.16743393165585044,0.6981132074154504,1
new garden view resort,12.991158419388174,12.780439105411505,Inclusive of taxes,8.3,"Legian, Bali","Beach, free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, restaurant, bar","Deluxe, Deluxe Pool View, Deluxe Poolside, Deluxe Garden Double, Superior Twin, Deluxe Garden Premium, Deluxe Poolside, Deluxe Garden Double or Twin Room, Deluxe Wingpool View, Deluxe Garden Twin",28 m² - 42 m²  ,Great location and stay,0.28166122664641474,0.28961855325431496,0.6792452828907085,1
new sunari lovina beach resort,13.461690107508359,12.999655484522206,Inclusive of taxes,7.7,"Lovina, Bali","Private beach, free wifi, swimming pool, free parking spa, 24 hour front desk, fitness center, restaurant","Twin Room, Deluxe View Room, Premier Room, Villa Pool, Bedroom Private Pool Villa",49 m² - 192 m²,Amazing Place,0.35015313641236084,0.32117483697763677,0.566037735742257,3
ninja suite villa,13.145482069103958,12.667448537659924,Inclusive of taxes,7.8,"East Denpasar, Bali","free WiFi, free parking, 24-hour front desk, massage, airport transfer, family room, luggage storage, garden","Standard Double, Double or Twin Standard Double Room, Room Assigned on Arrival, Standard, Standard Room, Standard Double - Breakfast FC, Twin/Double Room, Standard Double Room, 2 Beds",16 m² - 20 m²  ,Cleanliness is quite bad,0.304125009124727,0.27335351672514424,0.5849056602669989,1
nirmala guest house,13.95303521687748,13.449451722715201,Inclusive of taxes,8.5,"Keramas, Bali","Beach, free Wi-Fi, swimming pool with a view, free parking, spa, 24-hour reception, restaurant, bar","Deluxe Bungalow, Standard Bungalow, Standard Double Room, Standard Twin Room, Deluxe Family Room, Standard Family Room, Standard Double Room, Standard Twin Bungalow, Standard Family, Deluxe Twin Bungalow",20 m² - 41 m²  ,Highly recommend Nirmala,0.42167470604201984,0.3859231818215832,0.7169811319401922,1
nirmala hotel denpasar,13.247622398114856,12.649786841070036,Inclusive of taxes,7.4,"West Denpasar, Bali","Free Wi-Fi, swimming pool, free parking, 24-hour reception, restaurant, bar, children's pool, luggage storage","Superior Room, Deluxe Room, Suite, Standard Room, Deluxe One Bedroom Room, Deluxe Double or Twin Room, Silent Day Package",20 m² - 70 m²  ,Cheap Hotel with Friendly Staff,0.3189928413551711,0.27081110857623353,0.5094339621680314,1
nirmala hotel jimbaran,13.225643530608007,12.346169314486835,Inclusive of taxes,7.5,"Jimbaran, Bali","Free Wi-Fi, swimming pool with a view, free parking, 24-hour reception, restaurant, family room, balcony/terrace, garden","Superior Room, Bungalow with Garden View, Bungalow Room Breakfast, Bungalow Room, Deluxe with Balcony, Suite, Double Room, Standard Room, Suite Room",34 m² - 90 m²  ,a great place,0.3157935358715151,0.2271052465822518,0.5283018866927732,1
nirwana beach & resort,14.608032827198869,14.320350905647583,Inclusive of taxes,8.7,"Candidasa, Bali","Beach, free Wi-Fi, swimming pool with a view, free parking, spa, 24-hour reception, fitness center, restaurant","One Bedroom Private Pool Villa, Premier Garden, Grand Premier Ocean View Room with King Bed, Two Bedroom Private Pool Villa, Premiere King with Garden View, Two Bedroom Private Pool Villa with Lunch or Dinner, Grand Premiere Room with Ocean View, Grand Premier Room, Standard Pool Villa, Grand Premiere Room Ocean View with Free Lunch/Dinner",42 m² - 150 m²  ,Wonderful journey,0.517017991851889,0.5112894606667655,0.7547169809896759,0
